,Category,Content,Link,Source,Title,Unnamed: 5,Cluster
167,Entertainment,"Taylor Swift fans from North America are going the extra mile — literally. The pop star   the 18-city European leg of her “Eras Tour” on Thursday in Paris, where she was joined in the París La Défense Arena by thousands of American Swifties who flew overseas to see her. Thursday’s concert introduced a new setlist that reordered certain eras — including by moving “Red” up to earlier in the night — and combining the “Evermore” and “Folklore” eras, according to social media users who posted from the concert. She  . More than a quarter of tickets for the four Paris shows this weekend were purchased by Americans, according to Frédéric Longuépée, CEO of the París La Défense Arena. Tickets for the venue’s shows all sold in under an hour, he added. “To the best of my understanding, a lot of Americans chose to come to Paris to attend this show and obviously visit our beautiful city,” said Longuépée, who estimated “something like 25–30%” of the crowd would be Americans, “which is big.” Kennedy Smith, 21, skipped her college graduation to fly with her mother, Kathleen Smith, 56, from Texas to Paris to attend Swift’s concert instead. Kathleen Smith said getting to see the singer was “nothing short of a miracle” — the pair stayed up all night in hopes of securing tickets, which cost them around $1,500 each. The two were first in line Wednesday to purchase merchandise at the venue, walking away with two bags full of Swift-themed gear. Her daughter called the experience the “trip of a lifetime.” “This is my graduation-from-college gift at Texas A&M,” she said. “And I’ve always wanted to come to Europe. ... And then to be seeing Taylor Swift, it’s just a dream come true.” Securing tickets for the North American “Eras Tour” initially   that the Senate Judiciary Committee   criticizing Ticketmaster’s “monopoly” after the platform   in November 2022 amid overwhelming demand. Some fans had reported that their invite codes failed to work, while others said they abruptly lost the tickets they had already placed in their cart. The chaos, which garnered a response  , led Ticketmaster to offer some scorned fans   at buying tickets. The saga continued last year when Ticketmaster   for the “Eras Tour” shows in Paris and Lyon, after the website crashed amid technical glitches and hourslong wait times plaguing the more than 700,000 fans in the queue. Zoe McCormack, a Canadian fan who  , said she managed to get tickets the following week for multiple nights in Paris, where she now lives. She said her non-VIP tickets here cost €190 each, or about $205, making them more affordable than U.S. tickets. Many tickets for Swift’s shows in Europe cost only a fraction of what tickets cost for her U.S. dates, making them more financially accessible for North American fans who either failed to secure tickets in the U.S. last year or found prices too exorbitant. Some resale tickets sold for tens of thousands of dollars. “I’m so happy that she came to Paris, especially since she has that ‘Paris’ song. I’ve been waiting for this moment ever since I moved to Paris,” McCormack said. “I’m so excited to be here. I can’t believe that it’s already here because we got the tickets almost a year ago. So it’s been a whole year of anticipation, getting the costumes ready, getting our bracelets ready.” Traveling to see concerts abroad is not a new phenomenon, as buying tickets for concerts in the U.S. has become an increasingly competitive and highly expensive ordeal for fans of popular artists such as Swift,   and  . Many American fans of Beyoncé also opted to see her “Renaissance World Tour”  . Swift’s next stop, in Stockholm, expects to see about 10,000 American attendees, Stockholm Chamber of Commerce Chief Economist Carl Bergqvist  . Airlines have also added extra flights from bordering Nordic countries, he added. The pop star was lauded last year by the U.S. Federal Reserve and several municipal governments for   as “The Eras Tour” boosted tourism revenue nationwide. Europe may experience the same effect, as Bergqvist said Stockholm’s 40,000 hotel rooms are sold out for Swift’s three tour dates there, and that “Eras Tour” concertgoers are expected to inject around 500 million Swedish krona, or more than $46 million, into the local economy. Angela Yang is a culture and trends reporter for NBC News. Nancy Ing is a Paris-based producer.",https://www.nbcnews.com/pop-culture/pop-culture-news/taylor-swift-kicks-european-tour-paris-setlist-changes-rcna151372,NBC,Taylor Swift kicks off European tour in Paris with setlist changes,,2
168,Entertainment,"It’s easier to change an   lyric than it is to change a tattoo of it — and that’s exactly what the singer vowed to do for fan Grace Flemming. Flemming, 20, first heard Rodrigo’s song “Hope Ur OK” in 2021, when the three-time Grammy-winning singer released it on her album “Sour.” She immediately “knew” she wanted a tattoo of one of the lyrics, “address the letters to the holes in my butterfly wings,” the Colorado resident tells TODAY.com. She finally got the ink last month on her waist, only to later discover that it incorrectly read “butterwings” instead of “butterfly wings.” Flemming  , encouraging people to double check spellings before getting tattoos. Flemming is emotional in the video that now has more than a million views. In the caption, she asks Rodrigo to change the lyric so her tattoo is correct. “I’m literally crying over my nails right now,” she says in the viral video. The “Vampire” singer left a comment May 6 saying Flemming’s tattoo was the new lyric. “HAHAHAHAHHAHAHAHAHAHAH OMG THIS IS THE NEW LYRIC IM CHANGING IT TO BUTTERWINGS,” Rodrigo wrote. Flemming says she can’t believe Rodrigo saw the video, let alone responded. Now, she doesn’t know if she’ll take up the tattoo artist’s offer to fix the tattoo so it matches the original lyric. “Not changing it definitely makes it more unique and special. I kind of want to keep it, but also want to get the right lyrics. Maybe I’ll keep this one, and get the   lyrics somewhere else,” she says. The lyric is her favorite of Rodrigo’s, Flemming says. She has long admired how caterpillars turn into butterflies. “Everybody already has their own wounds or holes. So I take the (line), ‘Address the letters to the holes of my butterfly wings,’ (to say) if somebody’s gonna say something mean, they can say it to me. But, it’s just gonna go through me. It’s gonna go through that hole,” she says. She toyed around with actually getting the tattoo for three years. Once her mind was made up, though, it only took her a week to plan the design. Flemming asked her tattoo artist to stitch together words Rodrigo had previously written in letters and emails sent to fans so the tattoo would appear to be in the singer’s handwriting. “I have loved Olivia since 2015. It was so exciting to have a piece of my favorite artist on me,” she says. Flemming admits she didn’t fully read the text when the tattoo artist showed her the stencil. “I’m such a person who’s like, ‘I want to see the finished product. Just do it. It looks great. I can’t wait,’” she says. She left the parlor joyful and unaware of the error. Then, she then sent a picture to her boyfriend, who immediately noticed the typo. “The little bubbles were typing for so long. And I was like, ‘What is he going to say? Does he think it looks bad? What is it?’” she says. He finally responded, “Did you take out the ‘fly’?” Flemming says she “just stared at his text,” thinking, “There is no way.” She went to sleep and woke up the next day assuming it was just a dream, she says. But it wasn’t a dream. In the month since getting the tattoo, Flemming says she has encountered an array of reactions. People have called her “stupid” for not actually reading the stencil. She shrugs those comments off, saying most people she encounters don’t even notice the mistake until she points it out. Her mom, who does not like any of her five tattoos, has used the mix-up to bolster her case of why she “shouldn’t get tattoos.” She’s learned to embrace the error. “Sometimes I get a little angry about it. But it’s so funny. I tell random strangers who are like, ‘I like your tattoo,’ and I’m like, ‘Oh, well let me show you,” she says. “It’s kind of become such a big thing where I’m kind of like, ‘Oh, this is a really good mistake.’”",https://www.nbcnews.com/pop-culture/pop-culture-news/olivia-rodrigo-responds-fan-got-lyric-tattooed-major-typo-rcna151325,NBC,Olivia Rodrigo responds to fan who got a lyric tattooed with a major typo,,2
169,Entertainment,"and   announced they are expecting a child in an  .  Hailey is a little more than six months pregnant, a spokesperson told NBC News.  The Instagram slideshow post began with a video of what seems to be the Biebers renewing their wedding vows in a field. A song, which appears to feature Justin singing, plays over the clip of the pair as they kiss and drink.  The video also features multiple zoom-ins to Hailey’s pregnant belly, which she shows off fashionably beneath a white, lacy dress coupled with a lace head covering.  Justin, 30, and Hailey, 27, married in September 2018. A second wedding ceremony was held a year later.  The post features four more photos from the shoot, including two of Justin appearing to snap a shot of Hailey's belly, one of the couple kissing and one of Justin standing behind Hailey with the focus on her stomach.  Hailey's post is captioned only with Justin's username.  Notable bestie Kendall Jenner and her Jenner and Kardashian sisters were quick to comment on the post, celebrating the couple's news.  ""ahhhh here come the tears again,"" Kendall Jenner wrote in a comment with a red heart emoji.  The pop singer and the Rhode beauty brand founder have faced a number of health problems since their 2018 nuptials. Hailey announced in 2022 that, after she had strokelike symptoms, a small blood clot was found in her brain. Later that year, Justin announced he had been diagnosed with Ramsay Hunt syndrome.  Rebecca Cohen is a breaking news reporter for NBC News.",https://www.nbcnews.com/pop-culture/pop-culture-news/justin-hailey-bieber-announce-pregnancy-instagram-post-rcna151550,NBC,Justin and Hailey Bieber announce pregnancy in Instagram post,,2
170,Entertainment,"Three-time  , 34, is making his way from   to the small screen for his first major acting role in   FX horror drama ""Grotesquerie."" Kelce's soon-to-be co-star  , 54, took to   on Tuesday to break the news, captioning the post, ""This is what happens when WINNERS link up!!"" ""Guys, guess who I'm working with on 'Grotesquerie'?"" Nash teased fans in the video, before revealing a beaming Kelce, who acknowledged his entry into ""new territory."" The Kansas City Chiefs superstar tight end reposted the video to his own Instagram account, tagging Nash with the caption: ""Steppin into a new world with one of the legends!"" Fans on Instagram were swift to react: ""Yessssss! YOU are amazing & Travis is too funny. Can’t wait to see this collab!"" one user wrote. ""Let's go!!!! Can't wait to watch,"" another exclaimed. While ""Grotesquerie"" is his first major role, between a slew of ad campaigns and the attention he garners for his relationship with pop star Taylor Swift, Kelce is no stranger to tackling TV. Kelce also   last year and returned to make a   in a later episode. And in 2020 he appeared in an episode of “Moonbase 8” on Showtime, playing himself on the astronaut comedy series starring Fred Armisen, Tim Heidecker and John C. Reilly. And he is half of the   on which the two brothers bawl with laughter as they discuss league life. With “Grotesquerie,” Kelce is set to star opposite actors such as Nash, Courtney B. Vance and Lesley Manville in the drama horror series set to premiere in the fall — coinciding with Kelce's 12th NFL season. : A previous version of this article misstated Travis Kelce’s acting debut. It was in 2020 on the Showtime series “Moonbase 8,” not the upcoming FX series “Grotesquerie.” Noah Osborne is a news associate with NBC News Digital.",https://www.nbcnews.com/pop-culture/pop-culture-news/travis-kelce-lands-role-ryan-murphy-horror-series-grotesquerie-acting-rcna151229,NBC,Travis Kelce lands first major acting role in Ryan Murphy horror series 'Grotesquerie',,2
171,Entertainment,"""The Office"" universe is getting a new show. Peacock announced Wednesday that it has picked up a new untitled mockumentary series from ""The Office"" creator Greg Daniels and ""Nathan for You"" co-creator Michael Koman. The show will follow a struggling Midwestern newspaper and its publisher's attempts to revitalize it with a group of volunteer reporters, according to a press release.  NBC News and Peacock are both units of NBCUniversal. ""The White Lotus"" actor Sabrina Impacciatore and ""Ex-Machina"" star Domhnall Gleeson will lead the ensemble cast. The series begins production in July. It's unclear when the show will air.  “It’s been more than 10 years since the final episode of 'The Office' aired on NBC, and the acclaimed comedy series continues to gain popularity and build new generations of fans on Peacock,” said Lisa Katz, president of NBCUniversal Entertainment.  ""The Office"" was adapted from a British sitcom of the same name created by Ricky Gervais and Stephen Merchant. Gervais and Merchant are executive producing this new series alongside Howard Klein, Ben Silverman and Banijay Americas. The American version of ""The Office"" ran for nine seasons, from 2005 to 2013. It has grown a cult following over the years, spawning various memes and classic quotes.  When Daniels and Mike Schur were working on “Parks and Recreation,” a popular American political satire mockumentary series on NBC starring Amy Poehler, it was reportedly    In 2012, NBC   decided to not move forward on a spin-off based on the character Dwight Schrute, played by Rainn Wilson. ""The Office"" alum Leslie David Baker, who starred as Stanley Hudson, spearheaded a Kickstarter campaign in 2020 to get a spin-off centered around his character. The actor ended up   $110,000 worth of fan donations in 2023, since the show never came to be. Daysia Tolentino is a culture and trends reporter for NBC News.",https://www.nbcnews.com/pop-culture/pop-culture-news/the-office-universe-new-series-peacock-rcna151298,NBC,A new series in 'The Office' universe is headed to Peacock,,2
172,Business,"TheSocial Security Administrationis set to implement new rules to make it easier for beneficiaries to access certain benefits and increase the payments some may receive. The new changes affectSupplemental Security Income, or SSI, which provides more than 7 million Americans with monthly benefit checks. Those benefits are for seniors ages 65 and up, or adults and children who are disabled or blind, and who have little or no income or resources. “We already know that the benefit amounts that are available to people receiving SSI are incredibly low,” said Lydia Brown, director of public policy at the National Disability Institute. “They’re not as high as perhaps they could be to fully account for the needs that people have,” Brown said. The maximum federal monthly SSI benefit is currently$943 per eligible individualand $1,415 for an eligible individual and eligible spouse. The changes, which are slated to go into effect Sept. 30, are a “positive move in the right direction,” Brown said. The agency on Thursday announced a new rule to expand the definition of a public-assistance household. Now, households that receive Supplemental Nutrition Assistance Program, or SNAP, payments and those where not all members receive public assistance will be included. With the change, more people may qualify for SSI, current beneficiaries may see higher payments and individuals who live in public-assistance households may have fewer reporting requirements, according to the Social Security Administration. The previous policy required all household members to receive public assistance. A public-assistance household will be defined as one with both an SSI applicant or beneficiary, as well as at least one other member who receives one or more forms of means-tested public income maintenance payments. “By simplifying our policies and including an additional program geared towards low-income families, such as the SNAP, we are removing significant barriers to accessing SSI,” Social Security Commissioner Martin O’Malley said in a statement. “These changes promote greater equity in our programs.” The definition of a public-assistance household has not been updated in a very long time, according to Darcy Milburn, director of Social Security and health-care policy at The Arc, a nonprofit organization serving people with developmental and intellectual disabilities. “I would characterize this as just good policy and commonsense changes to update this definition,” Milburn said. What’s more, there are many ways in which SSI is still operating under rules devised in the 1980s, said Brown of the National Disability Institute. SNAP is the first public income maintenance benefit to be added to the public-assistance household definition since 1980, according to the Social Security Administration. Other rule changes to help beneficiaries The Social Security Administration is also working to address outdated practices through two other rules that are set to go into effect on Sept. 30. One change will expand theSSI rental subsidy policyto make it less likely that renting at a discounted rate or other rental assistance will affect a beneficiary’s SSI eligibility or monthly payment amount. That policy, which was already available in seven states, will apply nationally. Another change will make it so the SSAno longer counts food assistancetoward support beneficiaries receive from other parties that may reduce their SSI benefit amounts. The Social Security Administration keeps track of the resources SSI beneficiaries receive outside of their federal benefits, formally known as in-kind support and maintenance, or ISM. The purpose of ISM is to reduce SSI benefits if a recipient receives support from family and friends by treating that as unearned income, Milburn said. That support can reduce an individual’s monthly benefit by as much as one-third, Milburn said. And because the SSA keeps track of that support every month, it’s a lot for the agency to monitor, she said. When the changes go into effect this fall, SSI beneficiaries should notice they have less paperwork to fill out, receive more accurate monthly payments and are faced with fewer administrative burdens, Milburn said.",https://www.nbcnews.com/Business/Business-news/social-security-administration-expand-access-certain-benefits-several-rcna151655,NBC,Social Security Administration to expand access to certain benefits through several upcoming changes,,3
173,Business,"Sam Altman is now chairman of a public company. But it’s not OpenAI. On Friday, advanced nuclear fission company Oklo started trading on the New York Stock Exchange. The company, which has yet to generate any revenue, went public through a special purpose acquisition company (SPAC) called AltC Acquisition Corp., founded and led by Altman. Under ticker symbol “OKLO,” shares were trading at just above $15 on Friday morning. Oklo was set to receive more than $306 million in gross proceeds upon closing of the transaction, according to a release. Oklo’s Business model is based on commercializing nuclear fission, the reaction that fuels all nuclear power plants. Instead of conventional reactors, the company aims to usemini nuclear reactorshoused in A-frame structures. Its goal is to sell the energy to end users such as theU.S. Air Forceand big tech companies. Oklo is currently working to build its first small-scale reactor in Idaho, which could eventually power the types of data centers that OpenAI and other artificial intelligence companies need to run their AI models and services. Altman, co-founder and CEO of OpenAI, has said he sees nuclear energy as one of the best ways to solve the problem of growing demand for AI, and the energy that powers the technology, without relying on fossil fuels. Microsoft co-founderBill Gatesand Amazon founderJeff Bezoshave also invested in nuclear plants in recent years. “I don’t see a way for us to get there without nuclear,” Altman told CNBCin 2021. “I mean, maybe we could get there just with solar and storage. But from my vantage point, I feel like this is the most likely and the best way to get there.” In an interview with CNBC Thursday, Oklo CEO Jacob DeWitte confirmed the company has yet to generate revenue and has no nuclear plants deployed at the moment. He said the company is targeting 2027 for its first plant to come online. Going the SPAC route is risky. So-called reverse mergers becamepopularin the low interest rate days of 2020 and 2021, when tech valuations were soaring and investors were looking for growth over profit. But the SPAC marketcollapsedin 2022 alongside rising rates, and hasn’t recovered. AI-related companies, on the other hand, are thenew darlingsof Wall Street. “SPACs haven’t exactly had the best performances in the past couple of years, so for us to have sort of the outcome that we’ve had here is obviously a function of the work we put in, but also what we’re building and also the fact that the market sees the opportunity sets here,” said DeWitte, who co-founded the company in 2013. “I think it’s very promising on multiple fronts for [the] nuclear, AI, data center push, as well as the energy transition piece.” The company has seen its fair share of regulatory setbacks. In 2022, the U.S. Nuclear Regulatory Commission denied Oklo’s application for an Idaho reactor. The company has been working on a new application, which it isn’t aiming to submit to the NRC until early next year, DeWitte said, adding that it’s currently in the “pre-application engagement” stage with the commission. Altman got involved with Oklo while he was president of startup incubator Y Combinator. Oklo went into the program in 2014, after anearlier meetingbetween Altman and DeWitte. In 2015, Altman invested in the company and became chairman. It’s not his only foray into nuclear energy or other infrastructure that could power large-scale AI growth. In 2021, Altman led a $500 million funding round in clean energy firmHelion, which is working to develop and commercialize nuclear fusion. Helion said in ablog postat the time that the capital would go toward its electricity demonstration generator, Polaris, “which we expect to demonstrate net electricity from fusion in 2024.” Altman didn’t respond to a request for comment. In recent years, Altman has also poured money into chip endeavors and investments that could help power the AI tools OpenAI builds. Just before hisbrief ousteras OpenAI CEO in November, he wasreportedlyseeking billions of dollars for a chip venture codenamed “Tigris” to eventually compete withNvidia. In 2018, Altman invested AI chip startup Rain Neuromorphics, based near OpenAI’s San Francisco headquarters. The next year OpenAI signed a letter of intent to spend $51 million on Rain’s chips. In December, the U.S. compelled a Saudi Aramco-backed venture capital firm to sell its shares in Rain. DeWitte told CNBC that the data center represents “a pretty exciting opportunity.” “What we’ve seen is there’s a lot of interest with AI, specifically,” he said. “AI compute needs are significant. It opens the door for a lot of different approaches in terms of how people think about designing and developing AI infrastructure.” Hayden Field is a CNBC reporter MacKenzie Sigalos is a technology reporter for CNBC with a focus on cryptocurrency and fintech.",https://www.nbcnews.com/tech/tech-news/sam-altman-takes-nuclear-energy-company-oklo-public-help-power-ai-ambi-rcna151659,NBC,Sam Altman takes nuclear energy company Oklo public to help power his AI ambitions,,3
174,Business,"HONG KONG — A top public relations executive from Chinese technology firmBaiduapologized Thursday after she made comments in a series of videos that critics said glorified a culture of overwork. Baidu’s head of communications, Qu Jing, drew a public outcry inChinaafter she implied in the videos that she was not concerned about her employees as she was “not their mom” and said she only cared about results. She also said that the relationship between her and her subordinates was purely an “employer-employee relationship.” The backlash was swift, with many on social media platforms such as Weibo criticizing Qu as lacking empathy. Qu posted an apology Thursday on her private WeChat account, where she “sincerely apologized to all netizens” and clarified that she had not sought Baidu’s permission before posting the videos. Qu said that her short videos did not represent Baidu’s stance. Baidu operates China’s dominant search engine as well as theErnie bot, an artificial intelligence service similar toChatGPT. “Many of the criticisms are very pertinent, I am reflecting deeply and humbly accept them,” she said. “There are many inappropriate (things said) in the video that caused external misunderstandings about the company’s values and corporate culture, causing serious harm. I sincerely apologize.” Qu also pledged to improve her communication and management style and care more for her colleagues. Baidu did not immediately comment. The videos, which have since been taken down, came at a time when many young people in China arepushing back against a culture of competitionand grueling hours in the workplace. Qu received criticism for a range of subjects she mentioned in the series of short videos on Douyin, the Chinese equivalent of TikTok. In the series, she brought up an incident of certain employees who sent hundreds of complaint letters against her to the office, and threatened to ruin their careers by ensuring that they could never again find a job in the industry. In one of the videos, she criticized an employee who refused to go on a 50-day Business trip during the Covid-19 pandemic. China had implemented strict travel restrictions that at times included weeks of quarantine for travel even within the country. “Why should I take into consideration my employee’s family? I’m not her mother-in law,” Qu said, adding that if employees refused to go on such Business trips then they would not get salary raises or job promotions. Chinese technology firms have long been criticized for their long working hours. A public debate was set off in recent years over the “996” work culture, where employees in technology firms were expected to work from 9 a.m. to 9 p.m., six days a week. The issue was also spotlighted after the deaths of two employees of Chinese e-commerce firm Pinduoduo, one of whom collapsed suddenly on the street on her way home from work. Jack Ma, founder of Alibaba, also faced criticism in 2019 for endorsing the 12-hour workday culture, saying that those who enjoyed their work would not find the “996” practice to be a problem. The Associated Press",https://www.nbcnews.com/news/world/china-pr-executive-baidu-apologizes-comments-overwork-rcna151607,NBC,PR executive at Chinese tech firm Baidu apologizes for comments seen as glorifying overwork,,3
175,Business,"WASHINGTON — The Senate late on Thursday overwhelmingly passed a broadaviation billto boostair traffic controller staffing, increase funding to avert runway close-call incidents and speed refunds for canceled flights. The $105 billion, five-year measure reauthorizes the Federal Aviation Administration. The bill prohibits airlines from charging fees for families to sit together and requires airplanes to be equipped with 25-hour cockpit recording devices — up from the current two-hours — and directs the FAA to deploy advanced airport surface technology to help prevent collisions. The bill adds five daily round-trip flights at busy Ronald Reagan Washington National Airport and requires airlines to accept vouchers and credits for at least five years. Efforts to boost aviation safety in the United States have taken on new urgency after a series ofnear-miss incidentsand the Jan. 5 Alaska Airlines Boeing 737 MAX 9door plug mid-air emergency. The bill, which is expected to get final approval next week from the House of Representatives, does not raise the mandatory pilot retirement age to 67 as lawmakers had sought to do last year. Earlier this week,lawmakers agreed to revise languageto ensure quick refunds for airline passengers whose flights are canceled who bought non-refundable tickets and who are not seeking alternative flights. The bill raises maximum civil penalties for airline consumer violations from $25,000 per violation to $75,000 and aims to address a shortage of 3,000 air traffic controllers by directing the FAA to implement improved staffing standards and to hire more inspectors, engineers and technical specialists. Congress will not establish minimum seat size requirements, leaving that instead to the FAA. The bill requires the Transportation Department to create a dashboard that shows consumers the minimum seat size for each U.S. airline. Congress alsorejected many other consumer provisionsthe Biden administration sought. The bill also reauthorizes the National Transportation Safety Board and boosts staffing at the safety investigation agency. It also seeks to boost adoption of drones and flying air taxis into the national airspace and extends through Oct. 1 existing government counter-drone authority.",https://www.nbcnews.com/Politics/congress/senate-passes-sweeping-faa-bill-focused-safety-consumer-protections-rcna151592,NBC,Senate passes sweeping FAA bill focused on safety and consumer protections,,3
176,Business,"Apple is apologizing for its advertisement promoting its latest iPad Proafter widespread blowbackonline. In a statement obtained by advertising industry publication Ad Age, Tor Myhren, Apple's vice president of marketing, said the ad's message failed to connect. “Creativity is in our DNA at Apple, and it’s incredibly important to us to design products that empower creatives all over the world,” Myhren said. “Our goal is to always celebrate the myriad of ways users express themselves and bring their ideas to life through iPad. We missed the mark with this video, and we’re sorry.” Apple did not respond to a request for comment. CNBCconfirmedthe statement's authenticity. Apple won't run the ad on TV, according to Ad Age. The ad, released Tuesday, features an industrial press crushing mostly analog modes of expression like a trumpet, piano, a camera, cans of paint, and an upright video game console while Sonny & Cher’s “All I Ever Need Is You"" plays in the background. The ad was posted on X by Apple CEO Tim Cook with a caption that read in part; ""Just imagine all the things it'll be used to create."" Online criticism of the ad was nearly universal, with many observers pointing out that while it may have intended to portray the manifold capabilities of the product, it seemed to signify technology as a force  for destroying human agency in creative endeavors. One creative director compared the ad unfavorably to another infamous Apple ad: The one first advertised for the original Macintosh computer. Directed by Ridley Scott, the spot, called ""1984,"" depicted Apple as saving the world from a mechanized, dystopian nightmare. “Apple’s new iPad spot is essentially them turning into the thing they said they were out to destroy in the 1984 ad,” Christopher Slevin, creative director for marketing agency Inkling Culture, wrote on LinkedIn. Rob Wile is a breaking Business news reporter for NBC News Digital.",https://www.nbcnews.com/Business/Business-news/apple-crushed-ipad-ad-backfires-company-apologizes-rcna151559,NBC,Apple apologizes for 'crushed' iPad Pro ad after widespread online blowback,,3
177,Business,"Credit card holders could be paying more in fees and interest than their travel rewards and other perks are worth, Biden administration officials are arguing, raising scrutiny on loyalty programs that shape millions of people’s spending. The Consumer Financial Protection Bureau and the Department of Transportation held a joint hearing in Washington on Thursday that brought together representatives from airlines, financial institutions, unions and consumer advocacy groups to discuss whether new regulations are needed. Regulators arelooking into the promises madearound sign-up bonuses, changes to point values, obstacles in redeeming points and loss of rewards when cards are closed. They’re especially focused on travel rewards, like those offered by airline-branded credit cards that let users rack up frequent flyer miles.Forty-one percent of Americanshave travel rewards credit cards, according to a NerdWallet survey last year. “We’re going to look into how we can make sure companies are being straightforward about what people will get from these frequent flyer miles or loyalty programs when they sign up, and whether people are actually getting the deal that they were promised,” Transportation Secretary Pete Buttigieg said at Thursday’s hearing. The heightened scrutiny on credit card rewards is part of the White House’s broadercrackdown on “junk fees”andother pricing practices, particularly in industries like financial servicesand airlines, that the administration sees as unfairly squeezing consumers and contributing to inflation. In March, the CFPBloweredthe late fees that credit card companies charge,drawing swift industry pushback. Two weeks ago, the Transportation Department said it would require airlines toquickly give cash refundsto passengers whose flights are canceled or seriously delayed. The CFPB, with purview over financial institutions, has cracked down on banks for credit card sign-up bonuses before. Last July, itorderedBank of America to pay more than $100 million for practices including withholding or denying bonus points to tens of thousands of consumers. Federal regulators are now looking more closely at airline credit cards too. Withannual feesas high as $650 and average interest rates of 25.3%, according toLendingTree, they can be much costlier than the average credit card, which in many cases have no annual fees and charge comparatively lower rates, averaging 24.7%. CFPB Director Rohit Chopra told NBC News prior to the hearing that federal authorities could consider regulations, or even law enforcement actions, if they determine companies are breaking their promises to consumers. “We see that for many of these airline rewards programs, credit card companies are charging huge interest rates, sometimes 30% or more. And many consumers actually lose out on these deals. They may be paying way more than the value of the rewards that they accrue,” Chopra said. Even if consumers are able to pay their bills on time and avoid interest payments, consumers have complained about restrictions on using the points they’ve accrued. Buttigieg told NBC News ahead of Thursday’s hearing that he had concerns about “abrupt changes” in the value of points, given the airlines’ control over how many points a flight from, say, New York to Honolulu might cost. Airlines for America, a coalition representing the nation’s largest airlines, said Thursday that there is “fierce competition” within the industry for credit card loyalty, adding that “consumers have the power of choice when picking a carrier for air travel or a credit card for spending, with a wide range of options, to pick what best fits their needs.” The Electronic Payments Coalition, representing credit unions, community banks and payment card networks, points to CFPBdatashowing the value of rewards points has risen from an average 1.4 cents per dollar spent in 2019 to 1.6 cents in 2022. In a statement Thursday, the groupdescribedregulators’ scrutiny of credit card rewards as “politically motivated.” Loyalty programs, which sell points back to consumers at prices they set, have been a big source of revenue for major airlines. Delta Air Linessaidit brought in $6.5 billion in revenue linked to its loyalty programs just last year, and American Airlinessaid80% of its revenue this year will come from loyalty program members. When United Airlines pledged its entire loyalty program for a loan in 2020, itvaluedthe asset at $21.9 billion. Lauren Randall, who lives in Norwalk, Connecticut, told NBC News she recently applied for a travel credit card that offered 40,000 miles at sign-up, only to receive a promotion in the mail just hours later for the very same card offering 60,000 points. She said she called to see if she could receive the better promo but was denied, calling it a “bait and switch.” “It feels like every year, either the seats get smaller, or the prices go up, or there’s some sort of excuse,” Randall said. “It would be great to hold these companies more accountable for the experience and what they promise.” Brian Cheung is a Business and data correspondent for NBC News. Jessica Stanton is an NBC News producer.",https://www.nbcnews.com/Business/consumer/credit-card-rewards-high-fees-rcna151281,NBC,"Consumers might be paying more than credit card perks are worth, officials say",,3
