url,category,heading,article
https://www.foxnews.com//food-drink/girl-scout-breaks-cookie-selling-record-with-more-than-30000-boxes-sold,politics,"Girl Scout breaks cookie-selling record with more than 30,000 boxes sold","An 8-year-old from San Bernardino, California broke a record for selling more than 30,000  cookies with a sweet incentive for buyers – a promise to donate boxes to charity. Lilly Bumpus sold a whopping 32,484 boxes of Girl Scout cookies, smashing the previous record of 26,086 boxes sold in one season, by telling her inspiring story and sharing her mission to donate boxes of the sweet stuff to charity, the  reported. Bumpus, who is a ""brownie"" level scout, is a cancer survivor who overcame Ewing’s sarcoma, a rare type of cancer, leading her family to create a nonprofit in her name, the Team Lilly Foundation, to help kids battling cancer, according to the newspaper.   ""She showed our community and the world it’s more than just buying cookies or buying a product,"" Lilly’s mother, Trish Bauer, told the San Jose Mercury News. With a week left of the season, Lilly was determined to set the record for most Girl Scout cookies sold working 11 straight hours outside of her home to sell 500 boxes in a day, Bauer explained to the Mercury News of the boxes purchased online across the country and even internationally in countries like Italy and Canada. The funding raised will benefit childhood cancer research and feeding homeless communities."
https://www.foxnews.com//politics/biden-to-hold-first-cabinet-meeting-thursday,politics,Biden to hold first Cabinet meeting Thursday," will hold his first   meeting Thursday, one week after the full group was confirmed.  All 16 permanent members of the Cabinet will attend in person. So will other Cabinet-ranked officials, including White House chief of staff Ron Klain and Director of National Intelligence Avril Haines. Shalanda Young, acting budget head, will attend for the Office of Management and Budget after Neera Tanden, Biden’s first choice for the job, withdrew her nomination due to stiff Senate opposition.  But CIA director is not a Cabinet position in this presidency, as it was under President Trump.  Twenty-five people are expected to attend the meeting, which will be held in the East Room of the White House.  The meeting will come on the heels of the announcement of Biden's massive infrastructure and clean energy plan, the American Jobs Plan, which is to be unveiled in Pittsburgh Wednesday afternoon.  The $2.2 trillion infrastructure bill will also include a corporate tax hike, and debate over the bill is sure to dominate Washington for much of the summer.  As the Biden administration preps to sell the bill to lawmakers, the focus of the meeting is expected to be how the package can have an effect across the government, as well as emphasizing the role of the $1.9 trillion Covid relief bill Biden signed into law this month, White House deputy press secretary Andrew Bates said.  Principal deputy press secretary Karine Jean-Pierre said aboard Air Force One Wednesday that both the American Jobs Plan and the American Rescue Plan will be ""key"" topics of discussion, along with lifting up the ""diverse Cabinet as key voices"" in the administration. Cabinet members are soon expected to fan out across the country to pitch the Covid-19 relief bill and infrastructure package to Americans.  The White House press pool will be present for Biden’s opening remarks, but the rest of the meeting will likely be closed to press, according to officials.  Since nearly all other members of the presidential line of succession are in one room, the House speaker and the Senate president pro tempore are usually notified to ensure one of them is in a secure location. "
https://www.foxnews.com//real-estate/michigan-homeowner-letter-1886-hidden-baseboard,lifestyle,Michigan homeowner finds letter from 1886 hidden behind baseboard,"These walls can’t talk, but they still hold messages.  in Michigan recently discovered a letter hidden   of their house. Fortunately, the letter didn’t contain any urgent information, as it was originally written over a century ago. Erik Erhorn and his wife purchased a house in Nunica in 2017,   reports. The house has a long history and, it turns out, was once owned Erhorn’s great-grandfather. While working on the house with his brother, the new owner recently discovered a letter hidden behind a baseboard. When they examined the find, they discovered that the letter dated back to 1886. It reportedly had been written by a man named Charles Warren and was addressed to Medad Spencer, the man from who Erhorn’s ancestor bought the house from. Erhorn told Fox 17 that the letter was apparently an attempt to get Spencer to buy Warren’s property. He said, ""Charles V. Warren of Hart wanted Medad to sell his property down here, and buy the property up in Hart, his 160 acres."" He continued, ""And it talks about, you know, the good tillage, the streams that run through it, and then the good timber… there's good rail timber, good buildable timber, plenty of wood… small brooks running with trout."" The amazed homeowner went on to explain how the age of the letter has really hit home for him. ""It was 1886,"" he said. ""So, I mean, that was 20 years after the end of the Civil War. It was 30 years before the outbreak of World War I,"" Erhorn said Monday. ""Things that we think of as being so long ago, this letter far exceeds them."""
https://www.foxnews.com//lifestyle/tiktok-hack-diy-lazy-susan-make-turntable-pans-marbles,lifestyle,TikTok hack for DIY lazy Susan made with household items praised as 'revolutionary',"Spice cabinet organization just got easier for   who aren’t afraid of DIY   projects. A   TikTok video made by Kathryn Snearly from   is showing social media users how to make an affordable lazy Susan — for spices, oils or seasonings — that fits inside a cabinet. Using only three items, the YouTuber and lifestyle blogger created the DIY lazy Susan with two stackable pans and a pack of marbles. ""Fix your life from the Dollar Store,"" Snearly captioned the video, which shows her placing even-sized marbles into a shallow round pan before she covers it with second pan. Snearly’s clip skips to the end result: a fully rotatable lazy Susan that holds an assortment of spice containers. Since sharing her   hack on March 13, Snearly’s video has amassed more than 5.7 million views and 1 million likes, The post has also garnered more than 8,200 comments, many of which voice praise for Snearly’s ingenuity. ""You are too powerful,"" the post’s top commenter wrote. ""What …. This is revolutionary,"" another noted. A different TikTok user expressed their gratitude for the DIY project with a comment that reads: ""Thank you!!! I love cheap [inventions] that really work."" Although some users were impressed with Snearly’s post, the DIY hack has been showcased before, by different creators. Videos using the hashtag   have racked up a collective 7.3 million views on TikTok to date, and some show the exact same method Snearly used for her viral video. TikTok creators have made trendy lazy Susans to hold various food items, home office supplies and cosmetics. The going price for a pre-assembled, off-the-shelf lazy Suzan, either for use on a tabletop or spice cabinet, usually ranges between $5 and $100 on Amazon."
https://www.foxnews.com//entertainment/elizabeth-hurley-55-shares-nude-photo-denies-ridiculous-rumor-shes-filming-waltons-style-reality-show,lifestyle,"Elizabeth Hurley, 55, shares nude photo, denies ‘ridiculous’ rumor she's filming ‘Waltons’-style reality show"," has nothing to hide. The British star   where she shared a nude snap of herself sitting on hay while glowing for her two million followers. The model, actress and swimsuit designer relied on strategic posing to protect herself. After grabbing people’s attention, the 55-year-old set the record straight about reports alleging that she and   were gearing up to shoot  . ""Abzuuuurd stories in our illustrious press today,"" Hurley captioned the racy pic. ""Hear it from the horse’s mouth, my son @damianhurley1 and I are most definitely NOT planning to shoot a ‘Waltons- style reality TV show’ at home."" ""I mean!! Whoever the ‘friend’ (or bored journalist) is, who’s leaking these fictional tidbits, you are ridiculous,"" Hurley added. Back in April 2020, Hurley told   she was isolating amid the   at her English country home with eight people, including her son Damian, 18, and widowed mother Angela. ""We feel like the family in the ‘70s TV show  "" Hurley told the outlet at the time. ""There are nine of us. I have my whole family here, including my mother, an aunt and a friend who has severe respiratory problems. ""I am completely paranoid that I won’t be able to keep them safe, and I haven’t let anyone leave the house apart from me. I just nip out to local food stores and wear a mask and gloves. I’m terrified of bringing the virus back to my vulnerable guests."" Hurley said she maintains family order by dividing up household chores to keep everyone busy. ""We've all got designated jobs, which I couldn't resist putting on a color-coded Excel sheet,"" she explained. ""I'm in charge of meal planning, food shopping and laundry. If it weren't for the fact that we're terrified of losing loved ones, we're actually quite happy cocooned up together. The TV isn't allowed to be turned on until 6 p.m. so we don't turn into couch potatoes."" At the time, Hurley was thinking about what her life would be like once the pandemic finally came to an end. She launched a London-based swimwear line named Elizabeth Hurley Beach in 2005 and frequently models her latest collections on social media. When the outlet asked Hurley if she still hoped to be modeling swimwear in her 60s, she replied: ""I hope not."" ""I’ll definitely still wear it though,"" she added. Hurley said she does hope to meet someone new after lockdown. ""I’d love to fall madly in love with someone, which certainly won’t happen whilst I’m locked down with blood relatives,"" she said. ""Maybe when it’s over I’ll put my headlamps on full beam and make an effort."" "
https://www.foxnews.com//science/nasa-astronaut-mark-vande-hei-readies-for-april-flight-to-iss,lifestyle,NASA astronaut Mark Vande Hei readies for April flight to International Space Station,"   Mark Vande Hei is set to lift off aboard the Soyuz MS-18   on an April 9 mission to the International Space Station (ISS). The flight engineer and Expeditions 64 and 65 crew member will launch that Friday from   Baikonur Cosmodrome alongside   cosmonauts Oleg Novitskiy and Pyotr Dubrov. Speaking with Fox News last week, the 54-year-old said his team had completed the final examinations for activities on both the   and the ISS. Vande Hei noted that   has had a ""big impact"" on the astronauts' training, from wearing masks around others to making sure the virus is not carried up to the space station.  ""We'll be in quarantine, we'll get monitored very frequently to make sure that we're staying  . And then, we'll have time to  , relax, walk around outside. I'm going to try to make sure I spend as much time outside as possible while I still have the chance. And, just make sure I have everything in order before we go,"" he said. ""In addition to that, we will also review a lot of the procedures that we'll be using to actually get to the space station. We'll do those pretty frequently."" Once the three have arrived at the space station, the veteran astronaut expects the first month to ""feel a lot different"" than his previous expedition in 2017.  ""I had a lot of adjusting to do, a lot of lessons to learn how to operate in an environment where the way I normally behave wouldn't work. I lost a lot of things in that first month [and] it was very frustrating and so many things that I could do without any conscious effort on the ground required me to concentrate completely,"" he explained. ""So, I'm hoping a lot of those lessons I learned will come right back to me and I'll be able to start sprinting this time."" Vande Hei has been with the agency since 2006, when he joined   Johnson Space Center as a capsule communicator (CAPCOM) in the Mission Control Center. , Vande Hei served as an ISS CAPCOM for Expeditions 15 to 20 and STS-122, 123, 124, 126 and 127. After three years, Vande Hei was selected as one of nine members of the 20th NASA astronaut class and he completed his training in 2011. From 2012 to 2013, Vande Hei served as the Astronaut Office’s director of operations in Russia and, four years later, he launched to the ISS as part of the Expeditions 53 and 54 crew. During his time at the ISS, Vande Hei logged 168 days and four spacewalks and contributed to   studies investigating the manufacturing of   in microgravity, aiming to improve the accuracy of an implantable   and measuring the  .  This time around,   he would be spending up to a year in space working on hundreds of experiments, including research on cotton root systems,   and a demonstration of a portable ultrasound. Vande Hei told Fox News that he perceives his   aboard the ISS as being like a laboratory technician and that it's ""interesting work."" ""There are scientists that put a lot of thought into what experiments they want to get done. They're doing the data gathering and the data analysis and writing papers. My job is to facilitate if those things work when it's up there,"" he said. ""I need to make sure that they have the resources they need. If something needs to be troubleshot, I'll help out with the troubleshooting,"" Vande Hei continued. ""Sometimes those scientists will be looking over our shoulder with a video camera and will actually be coaching us on what they want us to do to try to help make things work."" The applied physician pointed out that he himself is ""part of the science experiment"" when discussing NASA's upcoming   to the   and companies like Richard Branson's Virgin Galactic and   SpaceX testing commercial spaceflights.  ""So, when we are on the space station that's a capability that we need to maintain somehow. But, we also want to start having these new capabilities, like you mentioned, with the Artemis program,"" said Vande Hei. ""It's going to be really hard if we can't do both of those things, all of those things, if all of the burden of that falls on the  ."" ""So, having ways where we can facilitate this continued capability to put people in lower   orbit both to do science and to train for longer duration missions and to learn about how to have people survive on long-duration missions and function well ...the only way we're going to be able to do that is if we can have that be commercially successful,"" he added. Returning to Earth in February 2018, Vande Hei then served as the technical assistant for NASA’s Human Exploration and Operations Mission Directorate, and more recently as the assistant to the chief astronaut for extravehicular activity and robotics. Vande Hei served in the   as a combat engineer, and in 1999 – after completing a master of science degree – he became an assistant professor of physics at the U.S. Military Academy at  In 2003, Vande Hei reported to the 1st Space Battalion at  , where he served as an Army space support team leader and later as the battalion’s operations officer. In that role, he deployed to   for a year in support of  . He and his wife, Julie, are the parents of two children. Vande Hei said the most important personal possession he's bringing on this mission is his  . "
https://www.foxnews.com//lifestyle/coronavirus-vaccine-ready-fashion-brand-revolve-mocked,lifestyle,'Vaccine ready': Fashion brand Revolve mocked for shirt section,"Call the P.C.  Web-based fashion retailer   is currently getting dragged by shoppers across social media who demand to know why the website would create a section for ""vaccine ready,"" off-the-shoulder tops — priced between about $70 and $300. Under the clothing category ""Tops""   ""Vaccine Ready,"" which presents 100 different styles of shoulder-baring blouses — from frilly peasant tops to body-baring bralettes — ensuring your arm is ready to receive a jab without so much as rolling up a sleeve. ""Shoulders out for the vaccine,"" the site declares at the top of the product page. Trendy brands featured on the page include Alice + Olivia, Free People and Norma Kamali. The highly specific shopping category was revealed to may on social media when TikTok user @danni____cole  , through uncontrollable giggling. She fist explained that she’d been on Revolve.com ""manifesting"" summer shirts when she noticed the unusual filter. ""I was scrolling and I was like ‘What’s this?’ They’re all shirts you can wear,"" she said, breaking to laugh, ""to your vaccine appointment."" @Danni____cole continues scrolling through options: ""You could pick any of these, or these,"" she chuckles out. The video had garnered hundreds of thousands of views on TikTok before being  , a popular women-led media company. More than 1,300 comments on the post suggested followers were both delighted and dismayed by the fashion brand’s move to capitalize on vaccine-readiness. ""This is actually the most moronic thing I’ve ever seen @revolve,"" derided one follower. Others mocked the marketing by declaring ""VAX GIRL SUMMER"" and ""Shot Girl Summer"" — references to both Megan Thee Stallion’s 2020 hit ""Hot Girl Summer,"" as well as ""rapper"" Chet Hanks’ (yes, son of Tom) insistence that the summer to come will henceforth be known as ""white boy summer."" His statement has since been  . However, one wonders if the brand is on to something, as one recent coronavirus vaccine recipient revealed on Betches that they ""basically had to disrobe in front of 100 people."" ""So maybe it’s not a bad idea,"" they concluded. Revolve did not respond to   request for comment."
https://www.foxnews.com//health/california-vaccination-site-closing-temporarily-for-anime-event-reports,lifestyle,California vaccination site closing temporarily for ‘anime’ event: reports,"Sorry, your   vaccination will just have to wait a couple of days. Officials at a vaccination site near Sacramento,  , say they’ll be shutting down the site temporarily this week so they can host a pre-planned event. Operators of ""The Grounds"" in Roseville (formerly the Placer County Fairgrounds) said the space had been previously booked for the Spring 2021 Swap Meet of a group called SacAnime, an organization of Japanese animation enthusiasts, according to reports. Thursday’s and Friday’s interruptions in vaccinations were confirmed by Placer County spokeswoman Katie Combs-Prichard, the Sacramento Bee reported. County officials extended the hours for vaccinations Monday through Wednesday this week to make up for the schedule conflict, Combs-Prichard  . Because the venue is usually closed on weekends, the community will go four straight days without vaccinations at the site until resuming shots next week, the newspaper reported. The organizers of SacAnime responded on Twitter. ""We are aware of the concerns regarding the placer county fairgrounds vaccinations clinic closing during our event,"" the group wrote. ""The clinic never had plans to be open during the scheduled time, and declined our offer to restrict our event space so they could remain open."" The news attracted some snarky comments from social media users. ""I’m so glad an anime convention is being held in the same area they’re administering vaccines,"" one user wrote, according to the Bee. ""Bonus points for delaying my 2nd dose past the recommended 28 days."" Thursday is when Californians age 50-to-64 become eligible for vaccinations, according to guidelines announced last week by Gov. Gavin Newsom, the report said. On April 15, the eligibility age will lower to 16. The newspaper noted that the anime event will be the type of multi-day, in-person event that many health officials have been advising against as the coronavirus pandemic continues. But at least one physician defended the plan for the anime event. ""We're in this phrase now where we don't want to take absolutely every bit of joy in life away from our community,"" Dr. Vanessa Walker, a pulmonary and critical care physician,  . ""WE have to have some semblance of trying to do normal things, but I think we can do normal things in a safe way.""  "
https://www.foxnews.com//health/ultra-processed-foods-drinks-linked-higher-colorectal-cancer-risk-study,lifestyle,"Ultra-processed foods, drinks linked to higher colorectal cancer risk: study","A   high in ultra-processed   was linked to an increased risk of colorectal  , according to a study conducted in Spain. There was no increased risk for prostate cancer, but breast cancer patients who smoke, or used to smoke, saw a higher risk.  Scientists from the Barcelona Institute for Global Health (ISGlobal), and other institutes,  findings in the Clinical Nutrition journal. Results stemmed from the multi-case control study   and validated questionnaires sent to nearly 8,000 adults, half of whom had diagnoses for colorectal, breast, or prostate cancer, and the other half serving as the control group, without cancer diagnoses. The questionnaire assessed how often participants consumed ultra-processed foods and drinks over a one-year period. The team then used the Nova classification system, which divides foods into four categories, from unprocessed foods to processed ingredients, and beyond to processed foods and ultra-processed foods and drinks. Examples of ultra-processed products would include ""sugary soft drinks, ready meals and mass-produced industrial baked goods,"" a related   from ISGlobal notes. ""Ultra-processed foods — those that undergo the most processing — are industrial formulations with more than five ingredients which usually contain additional substances, such as sugar, fats, salt and additives,"" reads the release. The team ultimately found that a ""10% increment in the consumption of ultra-processed foods and drinks was found to be associated with an 11% increase in the risk of developing colorectal cancer."" Study author and ISGlobal researcher Dora Romaguera said diets low in fruits and vegetables are missing out on protective benefits against colorectal cancer and suggested the heightened cancer risk is fueled by ""additives and other substances with carcinogenic potential typically used in processed food products."" Common ultra-processed foods consumed by participants included sugary drinks, sugary products, ready meals and processed meats. For breast cancer patients with a history of smoking, or who currently smoke, Romaguera says smoking and a diet high in ultra-processed foods compound to increase the risk of developing cancer. Given the health risks associated with these sugary, processed foods and drinks, Pilar Amiano, a researcher at the Guipúzcoa Public Health Service, said the International Agency for Research on Cancer ( ) should already incorporate the findings into policies and dissuade consumption of these foods."
https://www.foxnews.com//auto/first-gmc-hummer-ev-ford-bronco-auctioned-millions,lifestyle,First GMC HUMMER EV and Ford Bronco auctioned for millions,"The   and   are set to do battle off road later this year, but round one goes to the rebooted HUMMER. The first of each of the new trucks off the assembly line (VIN 001) were auctioned for charity at the Barrett-Jackson Scottsdale event on Saturday night. The burly   brought in the bigger haul going for $2,500,000, with all of the proceeds earmarked for the Stephen Siller Tunnels to Towers foundation. The all-electric truck will have a starting price of $112,495 when it hits showrooms this fall. The Bronco was a fully-loaded two-door   with a sticker price around $60,000 that received a high bid of $1,075,000, which will benefit the National Forest Foundation and Outward Bound. Several other charity auctions were held during the event that included the first 2021 Ram 1500 TRX ($410,000) and first 2021 Ford Mustang Mach 1 ($500,000). The prices of all were upstaged by the sale of the only remaining 1966 Shelby Cobra 427 Super Snake 427, however, which went for a hammer price of $5 million, which translates to a $5.5 million sale after auction fees are added."
https://www.foxnews.com//media/chris-cuomo-appears-to-allude-to-covid-testing-scandal-on-cnn-show-you-may-have-seen-me-in-the-tabloids,lifestyle,Chris Cuomo seems to allude to COVID testing scandal on CNN show,"CNN anchor   may have jokingly alluded to the controversy that has generated plenty of bad press. On Wednesday night, during an interview with White House chief medical adviser Dr. Anthony Fauci, Cuomo kicked off the interview by sharing his and his wife's experience getting the COVID vaccine.  However, Cuomo bizarrely quipped to Fauci, ""You may have seen me in the tabloids."" While he may have referred to a Tuesday   from the New York Post about being spotted in his Hamptons neighborhood getting the vaccine, the comment still raised eyebrows on social media.  ""Still refusing to address it directly, Chris Cuomo described outlets that reported on his role in his brother's COVID testing scandal 'the tabloids,'"" Media Research Center news analyst Nicholas Fondacaro reacted. Cuomo went on to tell viewers that he'll ""be honest"" about the symptoms he feels from the COVID vaccine. His viewers should remain skeptical after he faked his reemergence from his basement from his COVID recovery after he was caught outside at another property with the disease and got into a heated confrontation with a bicyclist who called him out.  Meanwhile, the CNN star has yet to directly address the special treatment he received from his brother, embattled New York Gov. Andrew Cuomo, after it was reported that the Democrat prioritized COVID testing to members of his family in the early months of the pandemic while ordinary New Yorkers struggled.  While the scandal has now been incorporated in the ongoing impeachment probe into the governor, CNN appeared to shrug off the controversy.  ""We generally do not get involved in the medical decisions of our employees. However, it is not surprising in the earliest days of a once-in-a-century global pandemic, when Chris was showing symptoms and was concerned about possible spread, he turned to anyone he could for advice and assistance, as any human being would,"" CNN head of strategic communications Matt Dornic told Washington Post media critic Erik Wemple.  The Albany-based Times Union newspaper and the Washington Post shed light on the ""VIP"" treatment the CNN anchor received, including how a top physician was sent to his Hamptons residence multiple times for visits that sometimes spanned ""hours.""  Chris Cuomo was diagnosed with the coronavirus last March. It is unclear if the test he took was paid for by Cuomo himself, the network or New York taxpayers. "
https://www.foxnews.com//media/laura-ingraham-experts-covid-pandemic-wrong-late,lifestyle,Laura Ingraham: Experts have been 'woefully wrong or pathetically late' with COVID recommendations,"The Centers for Disease Control and Prevention (CDC) and the National Institutes of Health (NIH) ""have been either woefully wrong or pathetically late in their recommendations,"" during the  pandemic, Fox News host Laura Ingraham said Wednesday.  ""To make matters worse,"" said "" "" host, ""various   mindlessly repeat their drivel. Few have actually treated COVID patients or even remember their 11th grade biology. To this day, few have been held accountable for their mistakes."" Ingraham spotlighted the example of the Amish and Mennonite communities in Lancaster County, Pennsylvania who initially complied with stay-at-home orders before resuming traditional worship services in the spring of 2020 Allen Hoover, an administrator at Parochial Medical Center in New Holland -- one of the larger boroughs in the Amish part of Lancaster -- told the   that while COVID initially ripped through the area ""like a tsunami"", the facility has not seen a single COVID patient in the past six weeks. Hoover added that it is impossible to know the full extent of the virus outbreak in the community since, in his estimation, fewer than 10% of symptomatic patients agreed to be tested for the virus. ""The Amish have been living the 'really old' normal since last April,"" Ingraham pointed out. ""No masks, no social distancing, no lockdown. The end result: Herd immunity ...  horse-and-buggies beat the rest of America still wearing masks in their cars."" Turning to ""the dangers of lockdowns,"" the host recalled that ""we tried to warn red and blue states if they went the way of Europe and slow-rolled their reopening, the free states would ultimately leave them all behind. Governors of places like Texas and Florida tried this more nuanced approach."" Meanwhile, Ingraham added, people like Dr. Anthony Fauci were given an ""outsized public platform"" and reciprocated by blaming former President Donald Trump for ""their own failures."""
https://www.foxnews.com//world/italy-coronavirus-all-health-workers,lifestyle,"Italy coronavirus: Health workers must be vaccinated or face year suspension, report says","Prime Minister Mario Draghi’s cabinet on Wednesday issued a controversial decree demanding all health workers in the country receive a coronavirus vaccine in order to work. Reuters that there has been growing suspicions about the vaccines in the country and some hospital employees have flatly refused the jab. Doctors or nurses who refuse the vaccine could face a year suspension without pay, the report said. The decree also introduces legal protection for those administering the vaccine in response to a manslaughter investigation into medics after a man died after receiving the shot, the report said. The report said 109,000 people died in the country of about 60 million. Rome’s decision to mandate vaccines for health workers is seen by some as another overreach by the government. The country's COVID-19 response claimed the job of Draghi’s predecessor, Giuseppe Conti. Last week, Draghi pledged during a visit to Bergamo that the country's vaccine campaign would be accelerated.  As of early March, two-thirds of Italy’s virus-related deaths were among those over 80; the median age of Italy’s pandemic dead currently hovers over 80 after spiking to 85 last summer. ""We are here to promise our elderly that it will never happen again that fragile people are not adequately helped and protected. Only like this will we respect those who have left us,"" Draghi said."
https://www.foxnews.com//health/cdc-provides-easter-coronavirus-guidance,lifestyle,"CDC provides Easter coronavirus guidance, says fully vaccinated people can gather without masks","The Centers for Disease Control and Prevention (CDC) has officially released its   guidance ahead of Easter Sunday, advising those who are taking part in the celebration to do so virtually and avoid travel, if possible. Those who are fully vaccinated against the novel disease, however, may gather together without face masks, the federal agency said.  The CDC reiterated several pieces of guidance it has provided around holiday gatherings since the start of the COVID-19 pandemic, including the use of face masks in certain instances, as well as socially distancing from those who do not live with you, washing your hands and avoiding crowded, poorly ventilated areas.  ""Celebrating virtually or with the people you live with is the safest choice this winter. If you do gather with people who don’t live with you, gatherings and activities held outdoors are safer than indoor gathering,"" per the CDC.  Additional steps include:  Anyone hosting a gathering should be mindful of the number of guests they are inviting, limiting the number when possible. The CDC also suggests having extra face masks on hand for guests, cleaning and disinfecting high-touch surfaces, and keeping windows and doors open, if possible, to keep the fresh air flowing.  Easter this year is Sunday, April 4. You can read the guidance in full  . "
https://www.foxnews.com//travel/windstar-cruises-coronavirus-vaccines-mandatory-all-guests,lifestyle,Windstar Cruises makes coronavirus vaccines mandatory for all guests: 'Beyond Ordinary Care',"A small   has announced it will only allow passengers who have been vaccinated for   onto its ships. Windstar Cruises shared this new travel requirement in a tweet it posted Tuesday, March 30. ""Until further notice, we will require proof of a current COVID-19 vaccination for all guests sailing aboard a Windstar yacht,"" the cruise line wrote. Windstar’s coronavirus vaccination policy is a part of the cruise line’s ""Beyond Ordinary Care"" program, according to the company’s  . The multi-layered health and   program was first introduced in January, and includes mandatory mask wear, social distancing, COVID-19 testing 72 hours before boarding and health screenings at each cruise terminal prior to embarkation. However, with this new vaccine mandate, Windstar passengers will need to be fully vaccinated at least 14 days before they board the ship. Proof of vaccination will need to be presented at the terminal. There are no exceptions to the vaccine requirement at this time. Customers who do not get a vaccine have the option to cancel for a potential refund or future cruise credit through Windstar’s Travel Assurance Booking Policy. Windstar partners will be available at each cruise terminal to assist any customer who has been denied boarding. The partners can help with finding a local hotel or securing transportation to a medical center at the customer’s expense. For those who make it onto Windstar’s ships, masks can only be removed when eating, drinking or swimming. Desired shore excursions will need to be ""vetted"" by the cruise line. Guests who do not book an approved shore excursion will not be allowed to leave the ship, according to requirements set by the  . On the ship, Windstar is going to operate at reduced capacity and have enhanced cleaning method with electrostatic sprayers, sanitizing solution, HEPA filters and UV-C light. Designated isolation cabins will be available in case any guest gets infected with COVID-19. At the end of a voyage, Windstar will make coronavirus tests available for purchase for anyone who needs a test done before their flight home. Windstar isn’t the first cruise line to make coronavirus vaccines a mandatory condition for passengers. The small ship cruise line joins the growing list of companies requiring COVID-19 vaccines, including Royal Caribbean and Celebrity Cruises, Norwegian Cruise Line Holdings, Crystal Cruises, Virgin Voyages, Saga Cruises, P&O Cruises and the Hornblower Group. The   recommends against non-essential travel at this time, however, Windstar Cruises is aiming to first set sail in July from Athens, Greece. Most cruise lines are   with the national health agency."
https://www.foxnews.com//auto/how-to-win-25000-for-free-with-nascars-dirt-race-at-bristol,lifestyle,"HOW TO WIN $25,000 FOR FREE WITH NASCAR'S DIRT RACE AT BRISTOL","It is a rare occasion when you can say that  drivers will see something on a given weekend that they’ve never seen before. But when the circuit heads to Bristol, Tennessee, this weekend for the   (Sunday, 3:30 p.m., FOX), the sport’s ultimate circuit will have its first dirt race since 1970. And you can get in on all the excitement  . All you have to do is   Best of all, it’s free!  . Here are the six questions to answer in Sunday's contest, along with some thoughts on how the race may go: Which of these drivers will have the best finishing position in Stage 2?The choices:  ,  ,  ,  ,   and  Larson is the betting favorite and there’s a good reason for that: He has four straight top-7 finishes, including a win. Plus, he’s one who has enjoyed some success on dirt tracks. Bell is another one who has enjoyed success at the lower levels on dirt. However, this is such a new race for many in the field that it is tough to picture how things may shake out. Which manufacturer will win Stage 2?The choices: Chevy, Toyota and Ford Larson and his Chevy team have three stage wins now – tying with Denny Hamlin’s Toyota squad for the most. Bell’s Toyota team has yet to win a Stage. Which racing team will have more cars finish in the Top 5 of Stage 2?The choices: Hendrick, Chip Ganassi, Joe Gibbs, Team Penske, Stewart-Haas Racing or None in Top 5 Joe Gibbs Racing leads the team owner standings with Hendrick right behind them. However, Larson and Hendrick could be the favorite in this race because of his strong recent performances and – once again, his history on dirt tracks. How many cautions will there be by the end of Stage 2 (minimum of two cautions at the end of each stage)?The choices: 2, 3, 4, 5, 6 or 7+ Bristol is normally not a track that you would expect a lot of wrecks on, but the dirt end of it could lead to less traction for tires and the greater possibility of some wacky stuff taking place. It’s probably a good number to pick around four or five of them to be the final total. Will the same driver win Stage 1 and Stage 2?The choices: Yes or no Larson did that last week, becoming the second driver this season to pull the trick and the first since Hamlin did it during the Daytona 500 in mid-February. It is so difficult to imagine what the track is going to look like and the strategy involved that you are better off taking no just like you would in a Gonzaga vs. the field debate in the NCAA Tournament. How many cars will end up finishing Stage 2? The choices: All 39, 38-37, 36-35, 34-33, 32 or less This is always a tricky question. The gut answer, based on absolutely nothing, is that a few cars don’t survive to the end of Stage 2 for technical issues that may end up cropping up on the dirt surface. Let’s say 36-35 because it seems to just feel right.  for free and you could win $25,000! "
https://www.foxnews.com//travel/airbnb-inclusive-virtual-experiences-neurodiverse,lifestyle,Airbnb launches inclusive virtual experiences for neurodiverse guests,"Airbnb is working on making   more inclusive.  The   company recently announced that it has 12 new online experiences on its   that are designed to be   of neurodiverse guests, whose brains ""function, process and learn information"" differently than neurotypical guests, Airbnb described. The new events include a chance to visit therapy llamas in Portland, Oregon, a dance class in the U.K., a skateboarding lesson in Los Angeles, an interactive music lesson in the U.K. and an immersive painting class in Los Angeles.  ""Over the last year, the isolation and disruptions to regular routines caused by the   has impacted many members of the neurodiverse community,"" Airbnb said in its  . That’s why the company decided to highlight the virtual experiences, which ""provide a way to  , connect with others and travel the world from home,"" the company said.   ""We are excited to offer Online Experiences designed by hosts with Neurodiverse guests in mind,"" Suzanne Edwards, Airbnb’s head of hosting accessibility standards, said in a statement. ""Our hope is these activities will help guests become more comfortable with a new activity or use them to connect with loved ones."" ""Airbnb is committed to improving accessibility across our platform and we continue working toward our goal of making Experiences as inclusive of as many needs as possible,"" Edwards added.   Airbnb is giving guests $15 off their first booking of an ""Inclusive Exploration"" online experience through May 1, the announcement said. The company is also giving out coupon codes to organizations that support the neurodiverse community including SeeAbility, The Tower Project, The Institute for Effective Education and Disability Sports Coach. In a statement, Scott Watkin, SeeAbility’s head of engagement said he often hears about how isolating the pandemic has been for ""people with lived experience of disabilities."" ""I welcome this new initiative and am delighted that a more accessible online world is now available for the thousands of people with disabilities through Airbnb’s global community,"" Watkins said. ""This is a great example of inclusion and I hope that with Airbnb and SeeAbility continuing to work together, we can create even more opportunities for people to participate and contribute around the world."""
